CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,New_Revenue
555,Company_0555,Retail,Asia-Pacific,2021,1502.26,0.0573,4696.99,0.0691,40.5,43.8,40.3,37.5,84.8,359.68,4210.68,186.6
556,Company_0556,Retail,Asia-Pacific,2022,1260.09,0.0158,9739.35,-0.0443,50.8,76.0,38.0,38.4,25.95,825.93,1171.04,342.86
557,Company_0557,Healthcare,Middle East-Africa,2023,365.15,0.1153,4824.13,0.0108,66.2,91.0,57.0,50.7,6.29,89.49,242.16,130.42
558,Company_0558,Retail,Middle East-Africa,2019,1084.68,0.1147,7755.82,0.0325,49.3,38.2,61.0,48.6,54.34,1379.61,1745.47,427.7
559,Company_0559,Technology,Europe,2022,1021.97,0.1388,3497.76,0.1301,47.2,39.9,65.1,36.5,38.94,889.54,2684.24,320.0
560,Company_0560,Manufacturing,Europe,2019,749.41,0.1926,8958.59,0.1213,62.1,60.1,82.0,44.2,30.0,799.88,518.35,374.71
561,Company_0561,Finance,Latin America,2022,2264.04,0.1847,28582.34,0.005,54.9,33.1,67.1,64.6,176.02,2389.96,3144.39,944.89
562,Company_0562,Retail,Middle East-Africa,2018,632.72,0.0853,3117.48,0.0351,41.3,17.8,62.0,44.1,38.39,808.77,1739.62,282.4
563,Company_0563,Energy,North America,2018,1508.59,0.0424,14253.32,-0.0617,47.2,78.0,23.7,39.8,58.57,430.85,1199.92,61.55
564,Company_0564,Retail,Asia-Pacific,2018,988.81,0.046,5244.11,-0.0927,45.8,67.0,36.9,33.4,11.21,1012.16,1262.38,264.96
565,Company_0565,Energy,Europe,2018,1182.5,0.0758,13753.44,-0.036,48.3,53.8,45.0,46.2,14.65,1070.38,2892.46,337.08
566,Company_0566,Technology,Asia-Pacific,2018,1463.01,0.098,9156.39,0.1286,48.5,58.0,53.0,34.5,84.76,209.58,2718.31,279.5
567,Company_0567,Energy,Asia-Pacific,2018,439.09,0.1383,2983.41,0.1046,47.8,37.6,66.2,39.7,30.14,167.73,1133.21,157.5
568,Company_0568,Finance,Latin America,2019,1254.09,0.0719,16478.26,0.0768,47.9,63.8,38.7,41.1,74.67,595.19,976.92,88.71
569,Company_0569,Manufacturing,Middle East-Africa,2021,5443.97,0.1368,47448.9,-0.052,57.6,53.4,60.2,59.3,209.11,1097.39,15250.65,2421.23
570,Company_0570,Energy,Europe,2022,368.8,0.1417,4070.51,0.0002,59.5,56.0,68.2,54.3,4.49,220.03,1046.4,184.4
571,Company_0571,Energy,Asia-Pacific,2018,1053.29,0.1286,8245.66,-0.01,55.8,61.7,52.7,53.0,81.86,145.44,935.62,313.46
572,Company_0572,Manufacturing,Europe,2019,2407.32,0.0523,15830.71,0.0384,44.4,47.5,41.4,44.2,190.28,2105.09,1407.53,434.95
573,Company_0573,Finance,North America,2019,1354.43,0.1481,14229.25,0.034,55.4,41.6,71.3,53.3,65.63,536.49,4028.88,677.21
574,Company_0574,Retail,Latin America,2019,1775.04,0.2449,8623.65,-0.0201,61.8,72.0,50.8,62.5,26.53,890.72,3027.56,213.18
575,Company_0575,Energy,North America,2021,207.9,0.1348,1554.22,0.0744,40.0,32.5,44.6,43.0,9.95,285.79,401.28,15.64
576,Company_0576,Manufacturing,Europe,2022,1666.99,-0.0572,9182.52,0.066,30.6,32.9,30.5,28.5,120.8,1340.17,3400.26,231.61
577,Company_0577,Technology,Europe,2021,643.43,0.1945,7302.67,-0.001,55.1,42.0,63.2,60.0,37.06,306.67,1591.96,226.97
578,Company_0578,Manufacturing,Middle East-Africa,2020,1362.28,0.0778,19522.14,0.0713,42.8,29.0,56.0,43.3,82.28,1277.61,3446.52,446.89
579,Company_0579,Technology,Asia-Pacific,2024,1074.27,0.2559,16056.17,0.1287,69.4,84.0,73.0,51.1,17.13,410.74,1057.95,290.33
580,Company_0580,Finance,Asia-Pacific,2019,5403.67,0.127,45408.75,0.15,69.6,86.1,78.0,44.6,94.33,1103.18,5898.6,2701.83
581,Company_0581,Retail,North America,2020,1607.9,0.0189,9696.25,0.0843,53.1,65.8,60.1,33.3,30.41,207.85,4328.61,732.8
582,Company_0582,Manufacturing,Latin America,2023,1013.5,-0.0039,8426.18,0.0823,28.7,10.8,44.3,31.1,74.3,1451.47,2583.2,256.9
583,Company_0583,Healthcare,Asia-Pacific,2018,381.16,0.2124,5018.8,0.0332,52.6,37.7,63.5,56.7,17.84,424.78,779.11,112.26
584,Company_0584,Energy,Middle East-Africa,2024,1193.69,0.1864,6531.94,0.1221,40.3,13.7,64.4,42.8,78.08,1456.21,3565.24,292.75
585,Company_0585,Finance,North America,2018,1951.32,0.2536,28148.05,-0.0249,59.1,39.0,70.1,68.2,35.26,2874.85,4562.1,781.88
586,Company_0586,Manufacturing,North America,2021,1036.51,0.1207,7361.69,0.114,47.7,30.8,74.1,38.1,77.67,1455.55,1077.55,508.7
587,Company_0587,Energy,Middle East-Africa,2024,769.73,0.1166,11414.83,0.0299,39.2,19.8,47.6,50.1,51.94,871.09,2014.08,149.58
588,Company_0588,Manufacturing,Latin America,2022,734.5,0.097,9594.99,0.1544,51.2,55.6,66.8,31.1,18.9,787.08,1128.8,271.51
589,Company_0589,Technology,Middle East-Africa,2020,1594.95,0.0805,20260.43,0.0912,46.5,58.4,40.1,41.1,113.55,911.66,941.63,102.87
590,Company_0590,Manufacturing,Latin America,2022,1866.04,0.0965,12716.77,0.0452,53.8,77.0,37.9,46.5,53.07,458.34,2432.48,112.83
591,Company_0591,Healthcare,Middle East-Africa,2021,2843.66,0.133,8830.49,0.0334,51.4,48.6,55.2,50.4,69.31,2568.43,6850.03,797.8
592,Company_0592,Manufacturing,Middle East-Africa,2018,546.48,0.0694,4145.39,0.0868,46.3,40.0,62.8,36.0,15.57,495.52,1585.08,231.52
593,Company_0593,Manufacturing,Europe,2024,1584.75,0.0198,10493.78,0.0834,32.3,28.7,34.4,33.7,116.79,2271.16,1886.4,113.48
594,Company_0594,Healthcare,North America,2022,1007.08,0.1296,3473.17,0.0221,48.5,46.5,48.9,50.1,74.62,724.69,1124.19,205.37
595,Company_0595,Finance,Middle East-Africa,2022,1028.07,0.068,9318.8,0.0564,47.9,47.2,54.9,41.5,33.96,1097.08,1962.62,350.88
596,Company_0596,Manufacturing,Middle East-Africa,2018,1452.84,-0.0744,11385.03,0.1127,36.0,30.2,56.6,21.3,86.27,1314.76,3674.55,726.42
597,Company_0597,Healthcare,Asia-Pacific,2024,1458.79,0.1532,15484.54,-0.0454,54.7,46.7,64.9,52.6,83.59,506.88,3451.94,707.89
598,Company_0598,Energy,North America,2020,1587.85,0.0535,16599.78,0.1008,39.5,34.7,47.5,36.2,105.53,1474.94,3016.76,318.6
599,Company_0599,Technology,Asia-Pacific,2018,523.1,0.1597,2327.24,0.0865,52.6,51.1,62.8,43.9,16.09,447.86,1087.25,156.47
600,Company_0600,Technology,North America,2022,648.8,0.1583,9552.73,0.1331,54.9,58.5,66.7,39.6,29.66,513.51,717.09,198.89
601,Company_0601,Manufacturing,Asia-Pacific,2020,3102.95,0.137,16269.3,-0.0001,47.8,46.2,39.8,57.4,176.05,2540.67,4907.11,256.87
602,Company_0602,Finance,Middle East-Africa,2020,939.74,0.2698,7840.49,0.0504,67.2,85.2,55.9,60.6,11.12,309.72,1069.81,77.36
603,Company_0603,Finance,Middle East-Africa,2018,1358.6,0.1117,12033.68,0.0644,52.6,42.5,70.2,45.2,49.41,1017.41,3683.23,679.3
604,Company_0604,Energy,Europe,2022,2294.49,0.1029,29270.26,0.1017,46.9,52.8,43.7,44.3,134.71,2174.98,1792.88,173.16
605,Company_0605,Manufacturing,Asia-Pacific,2021,1516.88,0.161,6356.87,0.08,56.2,52.6,69.8,46.1,41.99,1191.1,3336.15,618.03
606,Company_0606,Technology,Latin America,2022,1607.71,0.1167,13092.76,-0.0368,44.2,43.1,39.9,49.7,123.86,1260.7,1850.0,245.05
607,Company_0607,Finance,Europe,2019,2051.25,0.1896,21624.33,0.0704,70.5,80.6,76.5,54.4,24.84,427.74,3464.44,982.24
608,Company_0608,Manufacturing,Asia-Pacific,2024,249.22,0.0439,1391.11,0.1903,41.1,51.7,52.5,19.0,19.21,91.48,311.16,47.19
609,Company_0609,Finance,Asia-Pacific,2023,778.24,0.0449,8194.57,0.0928,53.0,71.3,53.6,34.1,19.59,427.54,1018.03,243.99
610,Company_0610,Healthcare,Europe,2021,1522.37,0.1659,21441.04,0.1647,61.8,75.7,70.2,39.5,20.43,1046.0,1752.22,476.28
611,Company_0611,Finance,Middle East-Africa,2020,2896.77,0.0501,43365.25,0.123,43.1,45.3,43.5,40.5,88.27,2698.38,6900.05,352.83
612,Company_0612,Technology,Asia-Pacific,2021,1148.56,0.1565,3892.95,0.1454,39.2,32.8,48.7,36.2,74.7,1503.11,1624.4,31.91
613,Company_0613,Retail,Middle East-Africa,2024,607.1,0.1422,3537.62,0.0717,50.1,45.4,60.1,44.7,38.05,195.99,1405.99,181.01
614,Company_0614,Energy,Europe,2020,618.53,0.0783,4158.78,0.0865,58.8,77.4,62.0,36.9,15.23,74.92,1014.49,246.43
615,Company_0615,Energy,Middle East-Africa,2024,2035.92,0.142,15858.82,0.0679,60.7,60.2,73.3,48.6,48.4,1484.05,3803.33,1017.96
616,Company_0616,Technology,North America,2020,941.58,0.0459,5561.99,0.0503,39.0,46.0,31.9,39.2,51.77,663.76,1749.66,31.98
617,Company_0617,Finance,Latin America,2021,1091.12,0.06,5937.72,0.102,38.7,33.8,48.6,33.7,45.9,952.18,3207.49,225.87
618,Company_0618,Manufacturing,Asia-Pacific,2020,1686.69,0.1058,24380.45,0.0135,43.2,33.6,40.9,55.0,110.41,2136.21,2391.14,214.78
619,Company_0619,Finance,Latin America,2020,143.87,0.1247,2017.43,0.182,53.8,65.6,68.0,27.8,1.68,176.0,146.64,45.91
620,Company_0620,Technology,Middle East-Africa,2019,4448.21,0.1018,15853.02,-0.015,53.8,45.9,63.4,52.0,234.55,1067.84,12363.71,2224.11
621,Company_0621,Energy,Asia-Pacific,2022,657.37,0.146,4644.82,0.1068,44.8,38.7,55.2,40.6,40.2,925.31,616.02,119.08
622,Company_0622,Finance,Middle East-Africa,2022,1299.01,0.1433,10212.51,0.1465,40.7,35.4,50.1,36.6,103.32,330.7,3359.31,85.04
623,Company_0623,Energy,North America,2023,332.52,0.2118,1951.31,0.0376,58.2,51.2,68.3,55.2,19.13,328.67,291.14,120.6
624,Company_0624,Manufacturing,Europe,2023,815.84,0.1143,8604.26,-0.0279,53.2,47.9,62.2,49.4,21.4,849.59,1751.46,391.1
625,Company_0625,Energy,Asia-Pacific,2019,2620.92,0.1917,28003.43,0.1309,66.5,68.7,82.6,48.2,46.06,2756.76,2296.85,1310.46
626,Company_0626,Energy,North America,2023,286.77,0.1752,3787.11,0.0642,45.0,39.0,47.1,48.8,15.73,135.21,805.17,19.38
627,Company_0627,Retail,North America,2024,2412.31,0.2576,28683.41,0.1069,58.0,52.7,63.5,57.8,112.47,1356.88,4613.59,361.88
628,Company_0628,Retail,Asia-Pacific,2021,905.43,0.1124,8611.46,0.0423,42.1,40.7,38.2,47.3,66.04,786.05,1198.05,41.79
629,Company_0629,Healthcare,Middle East-Africa,2018,1542.28,0.0948,16722.97,0.1712,57.3,64.5,76.6,30.7,93.87,585.17,1312.18,771.14
630,Company_0630,Retail,North America,2024,1737.61,0.1955,10925.87,-0.0982,61.4,70.0,65.9,48.2,79.38,223.17,2481.28,868.81
631,Company_0631,Energy,Latin America,2018,1493.68,0.1431,15111.03,0.0763,49.5,44.3,56.7,47.4,57.13,1324.89,3379.52,361.17
632,Company_0632,Technology,North America,2018,598.56,0.1969,5309.7,0.1439,56.5,58.2,70.6,40.6,22.93,449.76,875.33,179.26
633,Company_0633,Energy,Middle East-Africa,2019,849.64,0.163,3908.47,0.0574,58.6,62.4,64.8,48.6,21.96,866.15,947.55,303.2
634,Company_0634,Technology,Middle East-Africa,2024,394.22,-0.0064,2330.05,0.0712,50.3,75.3,44.9,30.6,4.42,120.39,766.18,109.94
635,Company_0635,Technology,Latin America,2019,1547.29,0.1426,10057.85,0.0196,45.3,38.9,43.4,53.5,77.74,1976.34,2389.87,164.16
636,Company_0636,Retail,North America,2020,3609.91,0.1387,50869.85,0.0514,64.7,82.5,51.0,60.5,89.78,1099.98,3301.32,686.82
637,Company_0637,Finance,Middle East-Africa,2018,305.79,0.128,1762.76,-0.067,44.7,58.3,32.3,43.5,7.52,412.17,270.61,17.54
638,Company_0638,Manufacturing,Asia-Pacific,2021,643.45,0.1121,4163.73,-0.0003,53.7,57.3,52.3,51.6,12.08,469.29,1459.77,195.28
639,Company_0639,Retail,Europe,2023,965.61,0.0245,7176.63,-0.0051,43.8,42.8,44.8,43.7,22.47,839.82,2835.68,307.84
640,Company_0640,Retail,Europe,2021,1238.11,0.1725,13575.74,0.0968,57.5,61.3,64.2,46.9,15.14,1677.9,1340.54,358.88
641,Company_0641,Finance,Europe,2023,2029.25,0.1424,8966.99,0.01,55.1,41.7,69.0,54.5,116.07,1054.96,4936.91,1014.63
642,Company_0642,Manufacturing,North America,2018,985.81,0.1861,14242.28,0.012,62.9,77.6,51.2,59.8,37.56,349.53,708.81,169.42
643,Company_0643,Energy,Latin America,2018,879.04,0.0277,11767.56,0.0235,45.7,53.7,40.6,42.8,43.34,636.47,1278.07,193.17
644,Company_0644,Healthcare,Middle East-Africa,2018,2373.67,0.1504,23562.43,-0.0024,53.6,53.7,46.8,60.4,129.57,1049.43,4193.61,407.21
645,Company_0645,Healthcare,Asia-Pacific,2019,1743.06,0.1059,19327.83,0.0688,52.4,41.0,70.0,46.2,136.09,1462.39,2042.63,871.53
646,Company_0646,Energy,Asia-Pacific,2024,1599.24,0.1286,5117.45,0.0764,60.2,70.9,66.6,43.2,23.63,776.21,2916.93,653.87
647,Company_0647,Retail,North America,2023,1186.5,0.1066,8385.38,0.1078,36.2,27.8,43.0,37.9,46.58,1554.65,3211.3,62.46
648,Company_0648,Manufacturing,Europe,2024,2182.46,0.1526,27385.3,0.0957,47.9,40.1,54.4,49.2,59.39,2073.89,6244.22,375.92
649,Company_0649,Retail,North America,2019,692.69,0.1102,2722.13,0.0887,57.6,80.8,52.7,39.2,30.04,69.5,520.48,147.51
650,Company_0650,Technology,Latin America,2019,629.62,0.0569,4021.86,0.027,40.4,33.4,45.0,42.9,46.86,772.96,742.71,151.24
651,Company_0651,Retail,Latin America,2022,1848.76,0.1252,18531.17,0.0225,48.8,32.2,60.4,53.9,112.18,1039.55,5449.84,705.34
652,Company_0652,Retail,Middle East-Africa,2021,351.59,0.1071,2136.62,-0.011,56.9,58.2,63.4,49.1,19.81,192.78,413.49,171.49
653,Company_0653,Energy,Middle East-Africa,2021,1169.73,0.115,16619.17,-0.0122,55.9,49.4,64.5,53.8,47.83,744.28,2610.56,578.51
654,Company_0654,Energy,Latin America,2020,878.67,-0.0713,4017.9,0.0636,35.3,48.2,31.5,26.1,50.06,863.18,996.09,155.41
655,Company_0655,Energy,Latin America,2019,409.92,0.161,5152.22,-0.0004,57.5,72.3,43.9,56.4,5.03,294.69,570.17,45.1
656,Company_0656,Healthcare,Latin America,2023,571.41,0.1011,5197.22,0.1528,43.2,53.1,46.0,30.4,29.16,560.04,558.96,31.31
657,Company_0657,Technology,North America,2022,1016.09,0.0391,12197.11,0.0474,42.1,48.1,37.3,40.8,49.55,310.41,2683.24,130.59
658,Company_0658,Energy,Latin America,2022,2261.48,0.1754,15216.55,0.1551,44.2,26.7,65.9,39.9,77.49,3297.76,6120.97,558.79
659,Company_0659,Manufacturing,Asia-Pacific,2024,694.32,0.1582,6369.58,0.09,55.3,59.1,62.4,44.5,16.74,778.64,862.54,202.23
660,Company_0660,Healthcare,Europe,2021,2564.11,0.1004,34056.58,-0.0044,49.6,37.3,52.9,58.5,170.59,1154.59,6561.49,854.53
661,Company_0661,Finance,Latin America,2019,1146.22,0.0509,9860.41,0.0457,47.1,62.1,37.8,41.5,15.78,1276.7,1599.67,139.64
662,Company_0662,Manufacturing,Europe,2020,2744.27,0.1307,20078.81,-0.0671,55.8,75.2,43.4,48.9,40.83,2483.66,2051.47,600.25
663,Company_0663,Manufacturing,North America,2019,718.28,0.1274,6776.13,0.0633,53.7,56.4,59.3,45.3,29.33,181.63,1720.41,227.48
664,Company_0664,Energy,Europe,2024,1059.8,0.1755,12302.51,0.002,62.8,65.8,63.1,59.5,29.33,370.37,2110.18,397.07
665,Company_0665,Finance,North America,2018,1419.33,0.0934,11812.72,-0.0279,49.3,64.6,35.1,48.3,88.26,224.01,1683.26,147.9
666,Company_0666,Finance,Asia-Pacific,2019,967.14,0.1917,13797.72,0.1566,56.2,43.5,84.2,40.8,52.61,1192.42,1095.28,479.21
667,Company_0667,Healthcare,North America,2024,2136.91,0.0876,13974.01,0.1221,35.8,23.3,48.3,35.8,136.93,1864.21,6280.51,303.46
668,Company_0668,Finance,North America,2018,233.86,0.0393,2035.85,0.1202,42.4,49.9,49.2,28.2,7.65,127.09,621.18,52.79
669,Company_0669,Technology,Middle East-Africa,2018,5977.06,0.0521,72221.59,0.1047,45.6,44.1,41.4,51.4,369.6,1654.95,15089.06,645.48
670,Company_0670,Energy,Latin America,2020,1999.08,0.1163,22528.54,-0.0364,52.0,50.8,52.9,52.4,140.66,1554.61,1639.33,693.79
671,Company_0671,Finance,Latin America,2023,971.2,0.1161,12978.76,0.022,45.0,45.8,37.7,51.6,33.18,811.3,2319.18,53.4
672,Company_0672,Healthcare,Asia-Pacific,2021,744.99,0.1397,11146.37,0.0262,59.5,58.1,67.7,52.7,25.18,806.62,772.07,346.68
673,Company_0673,Technology,Asia-Pacific,2019,597.95,0.1146,4856.72,-0.0697,35.8,5.0,59.6,42.7,43.65,871.76,1760.05,290.9
674,Company_0674,Retail,Latin America,2018,1723.19,0.1786,7467.97,0.011,63.4,82.1,50.9,57.3,23.24,1221.61,1085.99,308.06
675,Company_0675,Retail,Middle East-Africa,2019,2200.6,0.1043,7405.01,0.0118,55.4,63.1,52.7,50.3,75.95,1470.99,3037.6,676.94
676,Company_0676,Technology,Latin America,2023,978.71,0.0002,11472.91,0.0588,52.8,69.4,53.4,35.5,17.92,604.74,1538.15,400.64
677,Company_0677,Healthcare,Middle East-Africa,2021,2380.09,0.1127,32103.04,0.2273,47.5,44.0,69.2,29.2,28.63,2993.42,6094.24,721.84
678,Company_0678,Technology,Asia-Pacific,2023,581.1,-0.0004,3282.36,0.0485,47.7,65.5,43.0,34.5,10.4,185.28,1403.67,154.75
679,Company_0679,Energy,Europe,2021,513.54,0.1363,2517.06,0.0589,57.6,61.7,65.7,45.5,20.64,298.54,738.21,207.48
680,Company_0680,Energy,Asia-Pacific,2022,3902.37,0.1834,14620.07,0.0325,51.0,34.1,62.1,56.9,226.68,4350.98,7468.75,1231.18
681,Company_0681,Retail,Asia-Pacific,2021,1658.68,0.0608,21351.22,0.1016,56.1,62.0,68.3,38.1,50.17,202.31,4294.3,829.34
682,Company_0682,Finance,North America,2020,2915.49,0.2051,19640.45,-0.0252,55.6,61.4,44.2,61.3,202.56,1472.71,1590.4,239.55
683,Company_0683,Healthcare,North America,2023,603.2,0.1706,4717.21,0.1827,49.7,37.3,79.2,32.7,24.51,602.01,1511.27,253.88
684,Company_0684,Retail,North America,2018,574.52,0.1924,5189.63,0.0413,50.3,29.9,67.3,53.8,44.68,207.02,1647.28,212.35
685,Company_0685,Finance,North America,2022,853.18,0.1314,11154.03,0.0223,57.7,57.0,63.6,52.4,65.52,446.89,494.98,359.45
686,Company_0686,Finance,Middle East-Africa,2020,615.95,0.0604,6658.37,0.1179,49.1,56.5,59.0,31.7,39.5,480.72,378.16,211.86
687,Company_0687,Energy,Latin America,2019,1796.79,0.1668,18652.05,-0.0124,53.9,43.3,59.1,59.2,135.24,1241.28,2445.94,617.37
688,Company_0688,Manufacturing,Europe,2023,648.21,0.0825,3311.09,0.1003,53.7,70.0,55.9,35.2,38.57,161.04,466.34,185.69
689,Company_0689,Manufacturing,Asia-Pacific,2024,482.91,0.1271,4422.63,0.1484,40.4,22.9,65.2,33.2,35.1,682.61,820.07,150.35
690,Company_0690,Technology,Middle East-Africa,2024,1211.25,0.1097,14031.85,0.0331,57.8,66.4,57.2,49.8,32.16,196.23,2812.26,416.76
691,Company_0691,Energy,Europe,2018,444.53,0.1875,6525.26,0.1937,48.9,44.6,68.7,33.4,15.19,511.05,852.27,101.65
692,Company_0692,Finance,Middle East-Africa,2021,311.18,0.1638,1685.63,0.0951,52.8,66.0,49.4,43.0,19.51,62.23,308.41,25.85
693,Company_0693,Healthcare,Middle East-Africa,2018,1203.85,0.1152,3749.42,0.096,53.2,48.5,72.0,39.0,47.82,907.96,2572.66,587.0
694,Company_0694,Manufacturing,Asia-Pacific,2024,322.32,0.0029,1258.22,0.1456,38.1,43.4,49.7,21.2,22.12,111.39,713.02,81.97
695,Company_0695,Finance,Latin America,2019,1886.91,0.0819,14171.12,0.1642,41.9,34.9,61.2,29.7,134.79,561.43,5342.06,559.88
696,Company_0696,Manufacturing,North America,2022,412.93,0.1623,5304.66,0.0683,58.5,80.9,47.2,47.5,12.79,114.07,358.0,34.16
697,Company_0697,Manufacturing,Latin America,2022,228.5,0.1368,705.08,0.1058,44.9,34.3,61.5,38.8,15.46,167.7,509.74,65.92
698,Company_0698,Manufacturing,Asia-Pacific,2023,892.78,0.0298,7571.48,0.1477,38.5,47.3,43.0,25.2,18.57,733.58,2480.66,101.67
699,Company_0699,Healthcare,Asia-Pacific,2022,1213.44,0.0116,8434.35,-0.0313,45.8,67.7,30.4,39.3,40.52,347.94,2128.27,182.68
700,Company_0700,Energy,Asia-Pacific,2023,1546.94,0.1317,5615.04,-0.0711,47.8,38.0,61.2,44.3,71.56,2275.78,2172.67,755.66
701,Company_0701,Healthcare,Europe,2023,1236.96,0.0566,10393.96,0.046,52.6,78.2,37.4,42.1,31.98,570.08,1146.5,132.37
702,Company_0702,Retail,Latin America,2023,522.42,0.0624,3164.32,-0.0727,38.6,36.5,42.3,37.0,26.41,387.84,1393.29,158.88
703,Company_0703,Finance,Latin America,2024,1806.49,0.1604,13047.61,0.028,55.0,60.3,49.9,54.9,91.24,727.61,2683.76,306.82
704,Company_0704,Energy,Middle East-Africa,2024,2147.58,0.1921,24627.12,0.072,49.8,45.8,48.5,55.2,52.58,1699.79,6039.44,121.36
705,Company_0705,Energy,Middle East-Africa,2021,471.52,0.075,4365.64,0.0307,42.8,20.0,64.3,44.1,30.98,546.22,1235.1,235.76
706,Company_0706,Energy,Middle East-Africa,2020,966.13,0.1173,4343.49,0.0401,50.0,49.0,54.3,46.8,52.38,801.44,1392.77,272.2
707,Company_0707,Energy,Asia-Pacific,2023,904.96,0.1155,13155.4,-0.0201,49.1,60.8,34.8,51.8,29.18,452.4,1750.91,53.99
708,Company_0708,Healthcare,Latin America,2023,1279.55,0.1101,13602.85,0.1052,56.2,83.1,45.6,40.0,33.59,572.93,726.7,114.43
709,Company_0709,Energy,Asia-Pacific,2020,950.09,0.1224,11581.96,-0.0244,50.9,36.6,64.6,51.4,67.94,1104.48,1100.25,475.04
710,Company_0710,Technology,Europe,2018,1045.75,0.1654,4131.28,-0.0972,48.6,44.5,57.8,43.6,71.64,277.68,2379.78,438.94
711,Company_0711,Finance,Middle East-Africa,2023,1718.61,0.0796,6126.33,0.0355,51.0,57.4,51.2,44.4,44.83,1062.02,3771.97,502.43
712,Company_0712,Energy,Asia-Pacific,2021,502.86,0.0285,1625.92,0.1141,49.0,82.0,37.1,27.9,6.28,156.93,695.66,33.34
713,Company_0713,Finance,Asia-Pacific,2022,1837.5,0.2214,9675.41,0.0556,53.2,37.6,66.0,55.9,121.86,847.39,4633.29,542.6
714,Company_0714,Technology,Europe,2022,2437.66,0.1854,19435.2,-0.0315,60.9,66.5,57.5,58.6,129.4,764.83,2656.05,767.85
715,Company_0715,Technology,North America,2019,3442.3,0.0538,48983.6,0.0571,46.8,51.7,37.5,51.3,58.73,4617.78,5690.73,344.67
716,Company_0716,Finance,Latin America,2019,244.6,0.1281,2075.4,0.0807,48.8,40.3,64.4,41.7,12.5,275.1,411.26,91.07
717,Company_0717,Manufacturing,North America,2022,964.85,0.1806,6255.16,0.0563,53.6,54.9,54.8,51.1,40.19,854.18,1304.51,176.77
718,Company_0718,Retail,Middle East-Africa,2022,277.11,0.1649,2699.99,0.0315,46.1,34.8,51.7,51.9,17.8,114.78,799.94,51.57
719,Company_0719,Manufacturing,Asia-Pacific,2024,199.43,0.1477,866.16,0.084,51.8,52.8,59.7,42.8,4.91,162.4,447.06,54.08
720,Company_0720,Manufacturing,Europe,2021,1213.02,0.1098,12511.13,-0.0717,51.2,49.5,59.9,44.2,50.61,1005.79,2241.65,606.51
721,Company_0721,Healthcare,Europe,2020,829.31,0.2236,8144.8,-0.0126,59.8,58.1,59.8,61.4,17.36,768.41,1473.09,227.95
722,Company_0722,Manufacturing,Latin America,2019,1352.75,0.1333,16914.69,-0.0414,58.7,60.8,63.7,51.7,104.2,249.07,1215.1,662.81
723,Company_0723,Energy,North America,2024,1541.16,0.0891,22871.17,0.1444,39.2,29.2,53.0,35.5,99.42,2253.27,2204.58,286.74
724,Company_0724,Healthcare,Latin America,2024,2626.81,0.1723,15788.42,0.0998,53.0,37.5,74.5,47.1,161.73,1974.35,5731.53,1157.08
725,Company_0725,Healthcare,Asia-Pacific,2020,1138.82,0.1258,10381.31,0.063,42.5,15.3,66.1,46.2,66.41,1591.09,3201.7,478.89
726,Company_0726,Technology,Latin America,2024,8487.49,0.141,118030.34,-0.0515,67.3,58.3,64.0,79.7,336.39,965.29,21568.08,4196.72
727,Company_0727,Manufacturing,Europe,2021,1358.98,0.1322,16881.58,0.1021,46.5,50.9,45.3,43.4,101.42,606.89,1700.04,79.05
728,Company_0728,Technology,Europe,2022,3982.78,0.1498,35243.12,0.1471,60.5,79.7,57.6,44.3,60.16,978.15,6312.27,663.7
729,Company_0729,Finance,Middle East-Africa,2023,214.22,0.0613,3072.9,0.09,44.0,44.8,52.7,34.6,14.19,252.24,151.52,59.92
730,Company_0730,Retail,Middle East-Africa,2020,2820.92,0.0329,10400.27,0.0475,60.1,78.8,61.7,39.7,70.71,1546.36,2131.01,1410.46
731,Company_0731,Healthcare,Asia-Pacific,2022,966.29,0.206,13694.3,0.0942,49.6,45.5,53.0,50.4,31.58,1233.66,1619.1,76.6
732,Company_0732,Finance,North America,2022,280.38,0.135,1011.09,0.0691,48.5,37.3,64.6,43.6,13.0,354.78,511.85,106.37
733,Company_0733,Finance,Latin America,2018,1472.01,0.1663,14083.65,0.1148,50.2,42.8,63.7,44.1,95.37,1523.4,1707.63,399.87
734,Company_0734,Energy,Asia-Pacific,2020,887.08,0.0144,12139.9,0.1133,39.7,28.4,60.9,29.7,60.94,915.55,1869.03,391.67
735,Company_0735,Retail,Middle East-Africa,2024,1645.89,0.184,10126.59,0.0345,46.6,33.7,50.8,55.4,83.71,1777.93,3717.17,235.76
736,Company_0736,Finance,Latin America,2023,2225.54,0.0887,19288.69,0.0038,50.0,54.1,42.7,53.3,85.04,2321.83,2777.0,419.69
737,Company_0737,Finance,Middle East-Africa,2020,386.68,0.0716,2664.97,0.022,40.1,30.2,45.5,44.5,29.49,248.12,926.51,90.42
738,Company_0738,Retail,Latin America,2024,2231.53,0.1162,32191.46,0.0875,50.7,62.2,41.7,48.3,60.82,2356.4,2262.8,94.52
739,Company_0739,Retail,North America,2022,1101.62,0.0613,14192.97,0.0262,42.7,25.1,56.8,46.3,72.95,1494.2,2049.7,452.91
